19.129644778378431,72.918905870270549,2017-04-10 16:01:08
19.129656502702751,72.918903916216493,2017-04-10 16:05:02
19.129659372973023,72.918903437838111,2017-04-10 16:06:09
19.129657410810861,72.918903764865149,2017-04-10 16:10:10
19.129477687787702,72.918708596814326,2017-04-10 16:10:29
19.129453399999999,72.918319999999994,2017-04-10 16:10:32
19.129768150001119,72.918811850001106,2017-04-10 16:10:39
19.129824907692225,72.918847638461486,2017-04-10 16:10:44
19.129664461541182,72.918743307694157,2017-04-10 16:10:56
19.129637457184362,72.91862466139338,2017-04-10 16:10:59
19.129680753848866,72.918718869232606,2017-04-10 16:11:12
19.129760300001127,72.918819700001109,2017-04-10 16:11:16
19.129767504000156,72.918881872000213,2017-04-10 16:11:41
19.12965038461536,72.918832076923195,2017-04-10 16:12:53
19.1296061,72.918319999999994,2017-04-10 16:13:00
19.12954247643831,72.917876563835577,2017-04-10 16:13:05
19.129534533707854,72.917352746067422,2017-04-10 16:13:11
19.129599679998396,72.916720639999198,2017-04-10 16:13:18
19.129592367058788,72.916424348235296,2017-04-10 16:13:20
19.129561758620682,72.916089296551689,2017-04-10 16:13:23
19.129550220000077,72.915953260000222,2017-04-10 16:13:26
19.129483527999984,72.915589495999924,2017-04-10 16:13:32
19.129646304977356,72.915397033936557,2017-04-10 16:13:38
19.129846076923084,72.915374784615423,2017-04-10 16:13:41
19.129985713005937,72.915391129627622,2017-04-10 16:13:44
19.130492199999999,72.915379999999999,2017-04-10 16:13:50
19.1307016918919,72.9154330513514,2017-04-10 16:13:53
19.13130752242061,72.91541002722019,2017-04-10 16:13:59
19.131556680641332,72.915341838598636,2017-04-10 16:14:02
19.131719218408552,72.915336233848052,2017-04-10 16:14:05
19.13193159459459,72.915228067567554,2017-04-10 16:14:11
19.13191445076923,72.915130313846149,2017-04-10 16:14:20
19.132037452140075,72.915087034241154,2017-04-10 16:14:23
19.132446108108098,72.914887851351338,2017-04-10 16:14:30
19.13266992850588,72.914635438959721,2017-04-10 16:14:34
19.132846604587151,72.914244651376151,2017-04-10 16:14:37
19.133005186919945,72.913693522463049,2017-04-10 16:14:43
19.133084012860692,72.913448311784023,2017-04-10 16:14:46
19.133259706705772,72.912978443064773,2017-04-10 16:14:52
19.133337990000001,72.912816029999988,2017-04-10 16:14:55
19.133485408387472,72.912476828352041,2017-04-10 16:15:02
19.133599825862074,72.912043739655161,2017-04-10 16:15:07
19.133808015807297,72.91166107659015,2017-04-10 16:15:13
19.133838700866697,72.91139638063629,2017-04-10 16:15:16
19.133954624590146,72.911130870491817,2017-04-10 16:15:19
19.134019257693797,72.910835037099901,2017-04-10 16:15:25
19.134054694247759,72.910730413716834,2017-04-10 16:15:28
19.134074731034485,72.910628172413794,2017-04-10 16:15:31
19.134122118703299,72.910490414790416,2017-04-10 16:15:37
19.134164329999983,72.910337010000006,2017-04-10 16:15:43
19.134188582536371,72.910202827858626,2017-04-10 16:16:55
19.134211934482792,72.910106313793179,2017-04-10 16:16:58
19.134218801724174,72.91010337068974,2017-04-10 16:17:13
19.134377853573714,72.910103762688578,2017-04-10 16:17:25
19.13455047041413,72.910142871005888,2017-04-10 16:17:27
19.135063975520993,72.910211298324398,2017-04-10 16:17:33
19.135543714851515,72.910347148514845,2017-04-10 16:17:39
19.135998915974444,72.910442899361016,2017-04-10 16:17:46
19.136081985992217,72.910508224124513,2017-04-10 16:17:48
19.136121609658353,72.910839160178512,2017-04-10 16:17:54
19.136022784984029,72.911039624600633,2017-04-10 16:17:57
19.136032599201279,72.911284980031937,2017-04-10 16:18:00
19.136016407987302,72.911528700319593,2017-04-10 16:18:03
19.13605397603834,72.911819400958464,2017-04-10 16:18:06
19.136130250981417,72.912091469013347,2017-04-10 16:18:09
19.136130250981417,72.912091469013347,2017-04-10 16:18:12
19.13616193882353,72.912221275294115,2017-04-10 16:18:12
19.136071431629389,72.912255790734832,2017-04-10 16:18:22
19.135946554054303,72.912259175675516,2017-04-10 16:18:27
19.135972838132293,72.912254589883261,2017-04-10 16:18:50
19.135980190661478,72.912136949416322,2017-04-10 16:19:58
19.136068711960945,72.912122459316521,2017-04-10 16:21:07
19.135993986486728,72.912325581080921,2017-04-10 16:22:50
19.136011591266669,72.912450342870983,2017-04-10 16:22:50
19.136014915294115,72.912882881176472,2017-04-10 16:22:56
19.135901192023631,72.913289007385529,2017-04-10 16:23:03
19.13590741379312,72.913553034482803,2017-04-10 16:23:04
19.135896561386144,72.913875613861379,2017-04-10 16:23:11
19.13604503243236,72.913997494594156,2017-04-10 16:23:13
19.136069072000424,72.914155696000563,2017-04-10 16:23:20
19.136001840000425,72.914206120000557,2017-04-10 16:23:23
19.135946442393514,72.914357244219062,2017-04-10 16:23:25
19.135963256389456,72.914480546855984,2017-04-10 16:23:28
19.135892330000022,72.914694109999971,2017-04-10 16:23:35
19.135722628000039,72.914698196000273,2017-04-10 16:23:42
19.135623122352932,72.914645949411764,2017-04-10 16:24:17
19.135174411764783,72.914542352941197,2017-04-10 16:24:23
19.134705134706611,72.914340459671209,2017-04-10 16:24:29
19.134249948275766,72.914208020689415,2017-04-10 16:24:35
19.134249948275766,72.914208020689415,2017-04-10 16:24:36
19.134065152941194,72.91416878823523,2017-04-10 16:24:41
19.133946177082954,72.914078337055486,2017-04-10 16:24:50
19.133861853623316,72.914026983649961,2017-04-10 16:24:52
19.133583797008505,72.913940597128857,2017-04-10 16:24:55
19.13341287162137,72.91389997972955,2017-04-10 16:24:58
19.133004487931025,72.913866194827591,2017-04-10 16:25:05
